track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
40,rap,hip hop,0.688,0.546,1,-13.044,0,0.122,0.678,0.917,0.0923,0.678,77.994,112112
40,edm,electro house,0.7,0.823,5,-5.269,0,0.0392,0.011,3.45e-06,0.103,0.544,125.969,210000
61,r&b,hip pop,0.665,0.351,2,-9.425,1,0.0278,0.515,0.798,0.109,0.45,87.054,126120
40,pop,dance pop,0.728,0.835,10,-7.174,0,0.0751,0.019,0.000696,0.0554,0.72,123.004,185041
47,edm,electro house,0.759,0.987,6,-2.516,0,0.0928,0.0754,0.788,0.268,0.786,124.992,178560
48,rap,hip hop,0.561,0.778,8,-5.721,1,0.718,0.437,1.9e-05,0.586,0.789,150.956,107532
47,r&b,hip pop,0.715,0.444,2,-12.998,1,0.0328,0.93,0.359,0.0964,0.541,123.034,206853
41,rap,hip hop,0.683,0.256,11,-11.828,1,0.0728,0.502,0.898,0.169,0.229,85.014,145412
42,rap,hip hop,0.768,0.403,5,-10.61,0,0.0857,0.0515,0.415,0.127,0.261,89.987,116375
45,edm,pop edm,0.687,0.978,7,-3.959,1,0.0627,0.00099,0.875,0.286,0.241,131.987,185455
47,edm,pop edm,0.759,0.987,6,-2.516,0,0.0928,0.0754,0.788,0.268,0.786,124.992,178560
72,rap,trap,0.853,0.818,11,-3.6,1,0.0922,0.186,0.000255,0.18,0.546,149.839,225694
38,latin,tropical,0.626,0.835,5,-5.516,0,0.0316,0.14,2.92e-06,0.365,0.41,109.997,220364
39,latin,tropical,0.659,0.866,1,-7.209,1,0.0308,0.00245,0.087,0.189,0.911,123.991,195484
72,latin,latin hip hop,0.853,0.818,11,-3.6,1,0.0922,0.186,0.000255,0.18,0.546,149.839,225694
68,r&b,hip pop,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607
71,rap,trap,0.48,0.565,8,-9.954,0,0.375,0.38,0.0,0.096,0.806,112.988,207529
62,edm,big room,0.655,0.726,9,-4.614,0,0.0324,0.0587,0.00311,0.145,0.292,128.001,209493
23,r&b,hip pop,0.732,0.49,0,-8.602,1,0.127,0.318,0.0,0.15,0.452,124.009,157949
68,latin,latin hip hop,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607
25,rap,gangster rap,0.55,0.758,9,-4.762,0,0.289,0.193,0.0,0.0721,0.443,84.592,172694
72,latin,latin pop,0.728,0.611,0,-3.614,1,0.0922,0.183,0.154,0.124,0.526,180.014,121240
66,pop,dance pop,0.748,0.916,6,-2.634,1,0.0583,0.102,0.0,0.0653,0.518,122.036,194754
72,pop,dance pop,0.734,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021,154024
56,pop,dance pop,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.197,0.531,128.082,200625
35,rock,hard rock,0.568,0.898,0,-3.686,1,0.0438,4.87e-05,0.215,0.223,0.392,117.984,239878
38,edm,progressive electro house,0.496,0.865,0,-3.241,0,0.131,0.236,0.0,0.317,0.323,125.909,219509
71,pop,dance pop,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840
57,edm,progressive electro house,0.494,0.739,6,-4.61,0,0.0427,0.069,0.000368,0.0664,0.235,128.007,187383
45,latin,tropical,0.795,0.86,8,-5.783,1,0.0469,0.298,2.02e-05,0.336,0.819,102.04,174976
53,edm,progressive electro house,0.591,0.759,5,-3.785,0,0.0404,0.0484,1.23e-06,0.108,0.235,130.043,203077
56,rock,classic rock,0.546,0.438,2,-10.29,1,0.032,0.438,0.0443,0.192,0.274,120.022,234240
43,rock,hard rock,0.509,0.766,9,-4.177,0,0.0373,0.00142,0.0,0.297,0.707,102.86,204271
54,edm,progressive electro house,0.593,0.907,9,-7.782,1,0.0477,0.00569,0.000637,0.161,0.233,124.986,177889
68,pop,dance pop,0.594,0.935,8,-3.562,1,0.0565,0.0249,3.97e-06,0.637,0.366,127.015,193187
63,latin,tropical,0.675,0.821,0,-6.017,1,0.0668,0.223,5.11e-05,0.149,0.96,170.163,221347
36,pop,dance pop,0.787,0.652,8,-5.6,1,0.139,0.227,0.000228,0.0888,0.839,103.933,175773
48,rap,trap,0.698,0.732,8,-7.344,1,0.198,0.694,1.11e-06,0.0943,0.3,139.958,146455
50,rap,hip hop,0.837,0.66,4,-5.961,0,0.0866,0.0159,2.21e-05,0.115,0.55,94.203,233849
46,latin,tropical,0.809,0.696,2,-4.905,0,0.0745,0.208,0.0,0.296,0.864,98.035,198101
20,r&b,neo soul,0.671,0.604,7,-4.88,1,0.0414,0.127,0.0146,0.104,0.598,77.47,154836
32,edm,big room,0.761,0.674,11,-4.341,1,0.257,0.00388,2.39e-06,0.291,0.41,126.097,125714
30,edm,big room,0.488,0.976,9,-3.823,0,0.0544,0.0192,0.276,0.237,0.378,75.027,179200
26,rap,gangster rap,0.778,0.621,1,-6.349,1,0.108,0.162,0.0,0.119,0.213,95.596,141947
64,rap,trap,0.72,0.685,4,-5.708,0,0.137,0.0487,0.0,0.148,0.25,127.122,244739
58,rap,hip hop,0.674,0.648,10,-10.901,1,0.0423,0.88,0.916,0.0985,0.329,85.017,163814
23,rock,hard rock,0.255,0.947,10,-2.67,0,0.105,0.000218,0.000393,0.388,0.352,92.173,254240
23,rock,hard rock,0.211,0.96,3,-3.221,0,0.0733,1.64e-05,0.0106,0.205,0.248,159.414,272920
17,rock,hard rock,0.339,0.918,6,-4.12,1,0.0564,1.44e-05,0.0122,0.134,0.379,111.37,241667
41,latin,tropical,0.777,0.393,6,-10.614,0,0.216,0.134,0.818,0.361,0.358,80.945,123333
41,rock,permanent wave,0.571,0.874,4,-5.2,1,0.0273,0.00383,0.0282,0.0621,0.742,127.046,264013
47,latin,tropical,0.818,0.734,2,-7.882,1,0.0613,0.0014,0.00177,0.0754,0.348,119.999,190133
37,edm,pop edm,0.593,0.87,4,-4.014,1,0.0656,0.0277,0.0,0.1,0.577,125.045,202560
23,edm,pop edm,0.772,0.673,7,-13.9,1,0.0921,0.0128,0.861,0.107,0.532,120.015,391995
57,rap,trap,0.874,0.317,9,-9.513,1,0.123,0.633,1.91e-05,0.0993,0.677,95.057,121263
32,rap,trap,0.786,0.575,9,-11.093,0,0.43,0.216,0.0,0.123,0.53,134.023,145119
46,edm,electro house,0.715,0.953,11,-4.468,0,0.105,0.000373,0.69,0.205,0.269,126.041,148571
34,pop,indie poptimism,0.38,0.333,9,-10.511,0,0.0354,0.709,0.000766,0.365,0.0377,110.298,270545
69,pop,post-teen pop,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018,189613
65,rap,hip hop,0.771,0.771,8,-4.732,1,0.336,0.12,0.0,0.454,0.745,140.994,238298
87,latin,latin hip hop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
87,edm,pop edm,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
47,edm,big room,0.613,0.761,9,-6.902,0,0.359,0.0122,0.0,0.111,0.238,120.195,175005
33,edm,pop edm,0.877,0.607,4,-7.012,1,0.0647,0.238,0.0,0.0567,0.431,103.986,205427
81,pop,dance pop,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,195307
14,pop,indie poptimism,0.885,0.862,1,-4.548,1,0.0472,0.026,0.00477,0.0947,0.709,104.971,148571
45,latin,latin hip hop,0.679,0.667,4,-5.681,0,0.385,0.252,0.000317,0.152,0.641,189.9,172684
31,rap,hip hop,0.818,0.476,2,-11.302,1,0.179,0.00665,0.0,0.0428,0.525,92.019,210858
55,rap,hip hop,0.733,0.7,2,-5.734,0,0.194,0.127,0.0,0.104,0.378,89.95,154795
70,pop,post-teen pop,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973
87,latin,latin pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
34,latin,latin pop,0.478,0.506,9,-8.35,1,0.0292,0.461,0.0,0.0857,0.37,136.058,198677
38,latin,latin pop,0.655,0.805,4,-6.379,1,0.377,0.119,0.0,0.108,0.45,90.226,195529
69,rap,hip hop,0.903,0.686,2,-5.065,1,0.114,0.013,0.0,0.0484,0.686,114.98,173183
64,rap,hip hop,0.584,0.627,4,-4.607,1,0.187,0.251,0.0,0.0891,0.528,90.879,164726
49,rap,trap,0.545,0.862,2,-4.686,1,0.42,0.0155,0.00319,0.363,0.678,164.93,212637
35,latin,latin pop,0.755,0.74,8,-5.644,0,0.309,0.125,0.0,0.333,0.325,136.56,145450
45,rap,trap,0.702,0.801,9,-5.239,0,0.0928,0.336,9.89e-05,0.0934,0.236,127.976,187500
35,edm,pop edm,0.723,0.841,5,-3.439,1,0.0481,0.0287,0.0333,0.114,0.386,127.975,202290
35,latin,latin pop,0.694,0.594,10,-5.257,0,0.0357,0.0992,0.0109,0.176,0.603,134.978,160385
35,r&b,hip pop,0.723,0.841,5,-3.439,1,0.0481,0.0287,0.0333,0.114,0.386,127.975,202290
87,r&b,hip pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
87,pop,post-teen pop,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
40,r&b,urban contemporary,0.727,0.568,1,-7.442,0,0.237,0.0362,0.0,0.0887,0.541,85.521,238573
87,r&b,urban contemporary,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220
85,pop,post-teen pop,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853
38,pop,post-teen pop,0.555,0.834,7,-5.895,0,0.0397,0.0898,4.38e-05,0.094,0.475,169.955,172235
24,edm,electro house,0.716,0.691,7,-7.525,1,0.108,0.228,0.394,0.652,0.836,180.035,251053
36,latin,tropical,0.677,0.473,9,-7.008,0,0.205,0.076,0.0,0.0825,0.546,78.946,188729
85,pop,indie poptimism,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853
55,latin,reggaeton,0.725,0.688,1,-5.756,0,0.0403,0.209,1.01e-06,0.125,0.744,93.992,210440
85,r&b,hip pop,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853
38,latin,latin pop,0.569,0.865,2,-4.385,0,0.0495,0.0493,0.000406,0.317,0.278,93.381,187380
55,rap,hip hop,0.71,0.852,11,-7.602,1,0.232,0.384,0.0,0.323,0.771,167.0,164678
33,edm,big room,0.766,0.81,0,-8.832,1,0.0355,0.125,0.000436,0.201,0.793,129.653,196125
43,edm,pop edm,0.831,0.509,11,-6.497,0,0.0463,0.0371,2.34e-06,0.156,0.236,120.009,160500
43,latin,latin pop,0.831,0.509,11,-6.497,0,0.0463,0.0371,2.34e-06,0.156,0.236,120.009,160500
16,pop,dance pop,0.62,0.775,7,-4.677,1,0.0271,0.0634,0.0501,0.0676,0.427,107.992,208333
38,pop,indie poptimism,0.633,0.212,3,-12.092,1,0.0327,0.825,0.0264,0.106,0.0454,110.066,277091
82,latin,latin pop,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800
2,edm,pop edm,0.535,0.633,1,-5.026,1,0.0486,0.232,5.54e-06,0.11,0.21,140.949,214286
82,latin,latin hip hop,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800
1,edm,progressive electro house,0.838,0.48,8,-12.537,1,0.136,0.566,0.929,0.176,0.208,114.99,230609
82,latin,reggaeton,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800
41,rap,hip hop,0.73,0.219,5,-15.187,0,0.0515,0.0814,0.858,0.106,0.287,91.007,163963
48,rock,hard rock,0.524,0.966,10,-2.141,1,0.452,0.0107,0.00327,0.439,0.386,89.896,209333
24,r&b,hip pop,0.792,0.812,9,-7.214,0,0.0493,0.0384,1.09e-05,0.0952,0.757,115.011,185739
26,rock,hard rock,0.559,0.926,10,-2.675,1,0.0468,6.63e-05,5.83e-05,0.106,0.72,100.997,221904
63,r&b,hip pop,0.919,0.687,9,-5.793,0,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,162947
20,rap,trap,0.532,0.62,5,-3.8,0,0.0549,0.041,0.0,0.182,0.256,134.427,200458
30,pop,dance pop,0.636,0.744,0,-3.799,1,0.0291,0.101,0.0,0.0912,0.486,133.994,208333
31,rap,trap,0.596,0.712,11,-5.558,0,0.042,0.0977,0.0,0.328,0.381,149.935,222154
44,rap,hip hop,0.609,0.801,4,-6.4,0,0.266,0.475,0.0,0.192,0.796,82.202,182378
51,latin,latin pop,0.866,0.557,7,-6.683,0,0.145,0.238,0.000136,0.0691,0.598,109.043,200225
17,rap,trap,0.76,0.403,1,-10.05,0,0.0514,0.46,1.39e-05,0.132,0.388,92.978,193871
7,edm,progressive electro house,0.787,0.919,6,-5.027,1,0.0546,0.00159,0.909,0.122,0.315,124.99,176000
63,pop,indie poptimism,0.919,0.687,9,-5.793,0,0.0774,0.0839,1.1e-05,0.052,0.675,100.997,162947
23,rap,trap,0.763,0.573,0,-7.657,1,0.0419,0.155,0.0,0.217,0.198,130.004,210462
30,pop,dance pop,0.847,0.512,10,-9.071,1,0.053,0.152,0.000478,0.0746,0.765,111.989,162827
51,latin,latin pop,0.397,0.482,8,-8.79,1,0.0404,0.206,0.000502,0.113,0.146,157.699,248999
21,pop,dance pop,0.716,0.463,9,-7.563,1,0.0337,0.693,0.000296,0.121,0.342,92.023,232832
23,edm,progressive electro house,0.59,0.756,3,-4.274,0,0.0592,0.00424,4.48e-05,0.668,0.409,128.163,163125
34,rap,trap,0.526,0.912,10,-5.816,0,0.0848,0.129,8.02e-06,0.328,0.339,145.043,177103
31,pop,dance pop,0.486,0.714,7,-6.197,1,0.115,0.0622,0.0,0.333,0.496,127.41,195433
35,rock,hard rock,0.398,0.966,4,-2.352,0,0.0453,5.74e-06,0.0,0.303,0.52,90.016,208196
40,pop,dance pop,0.803,0.863,1,-4.939,1,0.0903,0.00947,0.0136,0.0823,0.467,112.986,203147
63,rock,permanent wave,0.529,0.748,10,-3.922,0,0.0361,0.109,0.00123,0.156,0.408,74.02,265558
35,pop,dance pop,0.608,0.961,2,-2.259,1,0.124,0.023,0.0,0.294,0.366,137.9,240100
32,pop,dance pop,0.649,0.856,8,-2.745,1,0.181,0.127,0.0,0.0702,0.892,171.884,199440
21,pop,dance pop,0.763,0.763,10,-4.176,0,0.0626,0.0298,1.9e-05,0.652,0.953,143.994,211547
8,r&b,neo soul,0.707,0.554,2,-8.404,0,0.0379,0.565,0.0,0.127,0.653,90.011,269073
6,latin,latin pop,0.713,0.715,5,-9.234,0,0.0358,0.0756,0.852,0.156,0.684,122.002,239361
35,rap,trap,0.716,0.949,4,-3.592,0,0.0762,0.00389,0.00455,0.373,0.71,110.013,182182
48,latin,latin pop,0.907,0.603,1,-7.54,0,0.06,0.128,0.00243,0.101,0.378,109.979,235002
46,edm,progressive electro house,0.632,0.858,8,-2.686,1,0.0586,0.396,0.000385,0.117,0.429,120.05,188000
45,rap,hip hop,0.818,0.611,8,-10.734,0,0.256,0.302,0.000215,0.0993,0.127,144.999,254579
74,r&b,hip pop,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,175424
74,latin,latin pop,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,175424
9,latin,latin hip hop,0.729,0.616,8,-6.422,1,0.249,0.458,0.0,0.082,0.532,106.486,155058
75,rap,hip hop,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278
68,rap,trap,0.758,0.699,6,-5.636,1,0.171,0.504,0.0,0.0922,0.594,90.013,208000
10,edm,progressive electro house,0.596,0.704,2,-6.823,1,0.0787,0.0116,0.0,0.623,0.539,100.031,182787
36,pop,indie poptimism,0.457,0.612,4,-6.765,0,0.156,0.233,0.0,0.117,0.495,160.097,165000
79,pop,post-teen pop,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890
39,edm,pop edm,0.578,0.696,0,-4.302,0,0.0317,0.382,0.0,0.212,0.519,104.991,236139
75,rap,gangster rap,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278
23,edm,electro house,0.95,0.803,6,-9.407,1,0.104,0.00768,0.412,0.579,0.932,124.004,246290
33,r&b,hip pop,0.693,0.667,0,-8.161,1,0.308,0.305,6.8e-06,0.0882,0.301,89.621,176398
59,r&b,urban contemporary,0.604,0.685,7,-5.679,1,0.0277,0.00543,0.063,0.0706,0.245,104.971,238200
39,edm,progressive electro house,0.578,0.696,0,-4.302,0,0.0317,0.382,0.0,0.212,0.519,104.991,236139
79,r&b,urban contemporary,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890
69,latin,tropical,0.407,0.789,7,-4.229,0,0.282,0.17,0.0,0.126,0.687,92.933,167857
59,edm,progressive electro house,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024
24,edm,big room,0.604,0.938,8,-4.29,1,0.0458,0.000313,0.0117,0.0621,0.135,127.994,285000
67,latin,tropical,0.713,0.638,1,-4.666,1,0.0424,0.519,0.0,0.184,0.365,119.842,157172
42,rock,hard rock,0.243,0.865,8,-6.172,1,0.0584,6.42e-06,0.88,0.408,0.327,101.282,351961
53,latin,reggaeton,0.821,0.775,9,-2.9,0,0.0604,0.415,7.78e-06,0.0673,0.401,101.995,161400
61,rap,trap,0.772,0.554,1,-12.911,1,0.0332,0.168,0.0557,0.146,0.546,109.982,157091
9,latin,latin pop,0.729,0.616,8,-6.422,1,0.249,0.458,0.0,0.082,0.532,106.486,155058
37,edm,electro house,0.626,0.769,4,-4.072,0,0.0499,0.00142,0.0108,0.144,0.118,125.996,247387
13,edm,progressive electro house,0.733,0.676,3,-5.206,0,0.052,0.0141,0.456,0.0563,0.655,123.969,412081
34,edm,progressive electro house,0.735,0.798,10,-6.155,1,0.0592,0.0998,0.0,0.377,0.594,121.964,163279
24,r&b,urban contemporary,0.649,0.918,6,-3.396,1,0.322,0.156,0.0,0.115,0.802,92.073,224000
47,edm,progressive electro house,0.723,0.706,5,-5.593,0,0.148,0.114,0.0,0.214,0.698,105.004,163200
34,pop,dance pop,0.434,0.843,0,-5.321,1,0.0544,0.0609,0.0,0.204,0.451,150.129,178733
69,pop,dance pop,0.407,0.789,7,-4.229,0,0.282,0.17,0.0,0.126,0.687,92.933,167857
56,edm,progressive electro house,0.801,0.854,5,-4.377,0,0.0442,0.00364,0.00325,0.155,0.899,122.033,257705
29,rap,gangster rap,0.822,0.477,0,-8.91,0,0.0686,0.0371,0.00401,0.0859,0.104,133.033,265277
16,pop,dance pop,0.544,0.88,1,-4.917,0,0.245,0.0634,0.0159,0.453,0.491,126.06,193297
74,latin,latin hip hop,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,175424
57,edm,big room,0.568,0.968,7,-3.772,1,0.109,0.0004,0.397,0.0954,0.313,125.998,170495
67,pop,electropop,0.508,0.729,11,-5.712,0,0.0443,0.0681,0.0,0.1,0.412,91.906,236880
55,edm,pop edm,0.742,0.794,11,-3.367,0,0.0428,0.00439,4.11e-05,0.0683,0.5,126.032,252857
40,edm,progressive electro house,0.788,0.516,9,-9.594,0,0.0379,0.064,0.907,0.0499,0.0998,125.993,419048
27,latin,latin hip hop,0.887,0.422,2,-8.578,1,0.235,0.241,0.0,0.0694,0.469,100.108,132000
69,latin,latin pop,0.68,0.883,11,-3.862,0,0.103,0.284,0.0,0.14,0.834,101.983,200566
57,edm,progressive electro house,0.568,0.968,7,-3.772,1,0.109,0.0004,0.397,0.0954,0.313,125.998,170495
34,pop,dance pop,0.638,0.875,0,-4.366,1,0.15,0.469,0.0,0.319,0.572,109.839,214038
67,pop,indie poptimism,0.729,0.57,10,-7.047,1,0.0554,0.388,0.0,0.111,0.687,93.125,178133
29,pop,dance pop,0.594,0.592,6,-9.123,1,0.0778,0.0871,1.85e-06,0.12,0.358,170.12,160941
16,edm,progressive electro house,0.544,0.88,1,-4.917,0,0.245,0.0634,0.0159,0.453,0.491,126.06,193297
37,edm,big room,0.592,0.967,4,-3.339,1,0.101,0.0401,2.37e-05,0.0426,0.18,149.968,161025
59,pop,dance pop,0.6,0.888,8,-4.612,1,0.13,0.00166,0.0,0.4,0.641,126.056,157024
40,edm,big room,0.646,0.958,4,-2.04,0,0.198,0.034,2.07e-05,0.133,0.0662,127.803,165117
30,rock,hard rock,0.335,0.95,1,-4.342,1,0.0459,1.05e-05,0.0023,0.292,0.698,97.104,201467
62,rap,southern hip hop,0.416,0.824,1,-3.075,1,0.343,0.00391,0.0,0.104,0.417,85.433,382262
33,edm,big room,0.409,0.847,1,-3.47,1,0.0499,0.00167,0.00598,0.186,0.034,124.301,186672
34,rap,trap,0.586,0.537,4,-8.641,0,0.0281,0.314,0.0,0.578,0.0994,139.997,179966
49,edm,progressive electro house,0.669,0.874,2,-3.377,0,0.0447,0.0198,3.44e-06,0.0764,0.564,126.098,175238
71,latin,latin pop,0.708,0.761,0,-3.02,1,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,180480
71,latin,latin hip hop,0.708,0.761,0,-3.02,1,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,180480
60,pop,dance pop,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,0.0715,128.025,195000
6,rock,hard rock,0.596,0.87,10,-6.187,0,0.115,0.00155,3.53e-06,0.322,0.68,141.906,238341
2,rap,trap,0.78,0.643,1,-4.154,1,0.121,0.0381,0.0,0.115,0.211,169.995,150041
31,edm,electro house,0.868,0.681,0,-9.205,0,0.0619,0.0387,0.578,0.0893,0.665,123.995,280874
45,latin,tropical,0.677,0.505,10,-11.139,1,0.0278,0.141,0.718,0.125,0.358,110.008,202111
31,pop,dance pop,0.866,0.684,10,-7.069,0,0.102,0.0033,0.00429,0.0418,0.774,122.973,234675
71,r&b,urban contemporary,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926
40,edm,electro house,0.734,0.862,4,-2.793,0,0.115,0.271,0.0,0.0681,0.791,123.009,182660
71,edm,pop edm,0.611,0.835,6,-4.107,1,0.139,0.167,0.0,0.107,0.672,102.023,179457
71,latin,reggaeton,0.708,0.761,0,-3.02,1,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,180480
37,edm,electro house,0.776,0.753,11,-5.455,0,0.437,0.0152,0.0105,0.0585,0.509,126.096,205065
34,edm,electro house,0.846,0.982,8,-2.755,0,0.0797,0.105,0.858,0.105,0.884,130.014,192425
12,rap,gangster rap,0.796,0.497,4,-6.802,0,0.0464,0.183,0.000726,0.378,0.348,125.972,133662
70,pop,dance pop,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
68,r&b,hip pop,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,170364
63,pop,indie poptimism,0.746,0.55,2,-9.68,1,0.0598,0.0311,0.0,0.126,0.522,97.018,183840
67,edm,pop edm,0.86,0.73,9,-3.565,1,0.13,0.471,0.0,0.0952,0.93,133.889,159459
47,r&b,neo soul,0.498,0.726,7,-5.7,0,0.175,0.0732,0.0,0.113,0.315,125.128,211920
30,latin,tropical,0.714,0.818,0,-2.828,1,0.0312,0.315,0.0,0.441,0.521,99.946,170400
71,rap,hip hop,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926
39,latin,latin hip hop,0.63,0.61,9,-6.262,0,0.109,0.103,1.2e-05,0.0862,0.217,120.144,178250
38,edm,big room,0.336,0.845,9,-5.407,0,0.0504,0.00407,0.772,0.536,0.0396,149.903,217846
58,pop,post-teen pop,0.821,0.448,9,-4.33,1,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,170364
0,pop,post-teen pop,0.511,0.816,11,-5.647,0,0.322,0.0178,0.0,0.155,0.567,176.386,213395
42,latin,latin hip hop,0.582,0.768,6,-6.108,0,0.262,0.238,0.0,0.132,0.87,103.874,217439
78,latin,reggaeton,0.849,0.781,0,-4.635,0,0.159,0.406,0.0,0.0801,0.893,84.041,217143
64,pop,post-teen pop,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
76,latin,latin pop,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,187200
62,r&b,hip pop,0.662,0.882,9,-5.123,0,0.203,0.228,0.0,0.309,0.797,91.947,209348
64,latin,reggaeton,0.869,0.783,7,-4.234,1,0.0638,0.0919,7.57e-06,0.131,0.891,95.996,240587
45,latin,latin hip hop,0.759,0.776,2,-3.656,1,0.106,0.0174,0.0,0.328,0.633,94.974,167684
9,edm,big room,0.545,0.839,1,-4.24,1,0.0468,0.0223,0.0,0.0714,0.276,127.987,187511
56,edm,big room,0.603,0.899,11,-3.688,0,0.0389,0.0896,0.0585,0.216,0.194,127.987,234928
72,rap,hip hop,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,170053
38,rock,hard rock,0.515,0.997,5,-1.959,1,0.112,0.00067,3.07e-06,0.373,0.461,104.019,196587
49,edm,big room,0.548,0.79,0,-3.536,0,0.0349,0.451,0.0,0.133,0.435,149.991,204350
15,pop,dance pop,0.678,0.828,0,-5.837,0,0.0393,0.0373,0.114,0.186,0.244,123.978,214839
51,pop,dance pop,0.605,0.854,11,-4.128,0,0.0488,0.0673,0.0,0.54,0.165,124.024,214641
33,pop,dance pop,0.704,0.758,6,-3.968,0,0.0948,0.105,0.0,0.369,0.414,108.98,189358
60,edm,big room,0.59,0.888,0,-4.151,1,0.0797,0.000753,0.00535,0.817,0.0715,128.025,195000
49,edm,electro house,0.617,0.986,4,-1.844,1,0.484,0.0048,0.000831,0.559,0.602,150.04,173600
71,rap,trap,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926
41,edm,electro house,0.721,0.91,1,-4.2,1,0.104,0.0597,0.000109,0.311,0.513,126.09,142266
12,r&b,neo soul,0.665,0.364,6,-10.634,0,0.0433,0.665,0.378,0.153,0.364,77.989,185017
21,edm,progressive electro house,0.639,0.881,6,-5.984,1,0.0376,0.00714,0.0163,0.166,0.287,122.989,304438
51,edm,big room,0.583,0.952,5,-6.113,0,0.0568,0.00141,0.00204,0.324,0.119,138.003,172174
52,edm,big room,0.472,0.881,6,-6.182,1,0.0491,0.0081,0.111,0.366,0.24,127.014,288189
39,rap,trap,0.649,0.956,2,-4.261,1,0.0677,0.017,0.0666,0.226,0.287,150.077,183312
56,rap,hip hop,0.652,0.42,9,-11.728,0,0.034,0.0243,0.66,0.0953,0.366,93.984,227500
42,rap,southern hip hop,0.726,0.578,10,-7.917,0,0.0394,0.0361,0.0,0.471,0.106,125.976,177228
35,rap,southern hip hop,0.724,0.516,6,-8.646,1,0.177,0.185,0.000627,0.313,0.277,139.927,160571
0,r&b,urban contemporary,0.939,0.316,11,-9.111,1,0.246,0.00356,0.000501,0.0929,0.904,101.98,134191
14,rap,trap,0.58,0.685,8,-6.794,1,0.249,0.00043,0.0,0.108,0.189,177.973,121348
58,rap,southern hip hop,0.702,0.741,2,-6.987,1,0.104,0.0131,0.0,0.0645,0.468,152.021,206286
38,r&b,neo soul,0.566,0.487,6,-7.034,1,0.0452,0.447,0.0,0.0969,0.414,98.025,193447
